,cust_id,recency,frequency,monetary,basket_size,r,f,m,grade,rfm,score,level
2731,15077.0,463,4,2423.88,605.97,1,2,4,a,124,7,silver
2732,15078.0,14,64,17576.52,274.63,4,4,4,b,444,12,platinum
2733,15079.0,219,17,3686.75,216.87,2,4,4,c,244,10,gold
2734,15080.0,434,2,546.25,273.13,1,1,2,b,112,4,bronze
2735,15081.0,29,13,1948.27,149.87,4,4,3,d,443,11,platinum
2736,15082.0,675,1,93.35,93.35,1,1,1,d,111,3,bronze
2737,15083.0,263,1,88.2,88.2,2,1,1,d,211,4,bronze
2738,15084.0,386,2,965.2,482.6,2,1,3,a,213,6,silver
2739,15085.0,736,1,347.54,347.54,1,1,2,b,112,4,bronze
2740,15086.0,571,2,218.53,109.27,1,1,1,d,111,3,bronze
2741,15087.0,288,1,306.94,306.94,2,1,1,b,211,4,bronze
2742,15088.0,28,3,1140.27,380.09,4,2,3,a,423,9,gold
2743,15089.0,17,6,2420.84,403.47,4,3,4,a,434,11,platinum
2744,15090.0,315,1,381.32,381.32,2,1,2,a,212,5,bronze
2745,15091.0,60,6,1023.11,170.52,3,3,3,c,333,9,gold
2746,15092.0,222,4,773.16,193.29,2,2,2,c,222,6,silver
2747,15093.0,25,34,13657.88,401.7,4,4,4,a,444,12,platinum
2748,15094.0,470,2,83.0,41.5,1,1,1,d,111,3,bronze
2749,15095.0,110,11,3135.74,285.07,2,4,4,b,244,10,gold
2750,15096.0,49,1,219.39,219.39,3,1,1,c,311,5,bronze
2751,15097.0,11,5,587.05,117.41,4,3,2,d,432,9,gold
2752,15098.0,189,5,649.5,129.9,2,3,2,d,232,7,silver
2753,15099.0,91,1,410.48,410.48,3,1,2,a,312,6,silver
2754,15100.0,337,14,2319.5,165.68,2,4,4,c,244,10,gold
2755,15101.0,15,11,1303.49,118.5,4,4,3,d,443,11,platinum
2756,15102.0,537,2,554.67,277.33,1,1,2,b,112,4,bronze
2757,15103.0,38,2,703.36,351.68,3,1,2,b,312,6,silver
2758,15104.0,173,3,1002.54,334.18,2,2,3,b,223,7,silver
2759,15105.0,25,9,3094.91,343.88,4,4,4,b,444,12,platinum
2760,15106.0,24,7,1407.73,201.1,4,3,3,c,433,10,gold
2761,15107.0,318,12,856.26,71.35,2,4,3,d,243,9,gold
2762,15108.0,148,5,1291.75,258.35,2,3,3,b,233,8,gold
2763,15109.0,247,4,961.9,240.48,2,2,3,b,223,7,silver
2764,15110.0,30,9,1480.0,164.44,4,4,3,c,443,11,platinum
2765,15111.0,36,5,2730.87,546.17,3,3,4,a,334,10,gold
2766,15112.0,618,1,209.4,209.4,1,1,1,c,111,3,bronze
2767,15113.0,16,4,3439.41,859.85,4,2,4,a,424,10,gold
2768,15114.0,37,12,3400.12,283.34,3,4,4,b,344,11,platinum
2769,15115.0,25,3,528.1,176.03,4,2,2,c,422,8,gold
2770,15116.0,24,4,1352.75,338.19,4,2,3,b,423,9,gold
2771,15117.0,21,9,2484.32,276.04,4,4,4,b,444,12,platinum
2772,15118.0,141,1,244.8,244.8,2,1,1,b,211,4,bronze
2773,15119.0,252,1,266.4,266.4,2,1,1,b,211,4,bronze
2774,15120.0,136,2,343.82,171.91,2,1,2,c,212,5,bronze
2775,15121.0,57,2,457.72,228.86,3,1,2,c,312,6,silver
2776,15122.0,92,16,4461.42,278.84,3,4,4,b,344,11,platinum
2777,15123.0,14,5,4656.17,931.23,4,3,4,a,434,11,platinum
2778,15124.0,29,4,450.82,112.71,4,2,2,d,422,8,gold
2779,15125.0,32,36,16124.33,447.9,3,4,4,a,344,11,platinum
2780,15126.0,543,2,449.49,224.74,1,1,2,c,112,4,bronze
2781,15127.0,72,2,711.5,355.75,3,1,2,b,312,6,silver
2782,15128.0,67,9,1732.22,192.47,3,4,3,c,343,10,gold
2783,15129.0,57,23,6860.18,298.27,3,4,4,b,344,11,platinum
2784,15130.0,176,1,330.11,330.11,2,1,2,b,212,5,bronze
2785,15131.0,401,1,80.28,80.28,1,1,1,d,111,3,bronze
2786,15132.0,25,5,977.93,195.59,4,3,3,c,433,10,gold
2787,15133.0,134,5,1806.9,361.38,2,3,3,a,233,8,gold
2788,15134.0,21,10,1596.29,159.63,4,4,3,c,443,11,platinum
2789,15135.0,240,3,293.78,97.93,2,2,1,d,221,5,bronze
2790,15136.0,9,5,1282.45,256.49,4,3,3,b,433,10,gold
2791,15137.0,527,5,747.55,149.51,1,3,2,d,132,6,silver
2792,15138.0,392,2,486.59,243.29,1,1,2,b,112,4,bronze
2793,15139.0,246,2,178.96,89.48,2,1,1,d,211,4,bronze
2794,15140.0,59,9,3239.44,359.94,3,4,4,a,344,11,platinum
2795,15141.0,464,9,1378.31,153.15,1,4,3,c,143,8,gold
2796,15142.0,53,7,2608.97,372.71,3,3,4,a,334,10,gold
2797,15143.0,232,2,563.63,281.81,2,1,2,b,212,5,bronze
2798,15144.0,15,33,12006.51,363.83,4,4,4,a,444,12,platinum
2799,15145.0,11,4,1194.73,298.68,4,2,3,b,423,9,gold
2800,15146.0,171,3,1313.66,437.89,2,2,3,a,223,7,silver
2801,15147.0,225,2,608.65,304.32,2,1,2,b,212,5,bronze
2802,15148.0,17,1,301.29,301.29,4,1,1,b,411,6,silver
2803,15149.0,140,5,1554.61,310.92,2,3,3,b,233,8,gold
2804,15150.0,24,14,8990.58,642.18,4,4,4,a,444,12,platinum
2805,15151.0,430,2,2085.61,1042.8,1,1,3,a,113,5,bronze
2806,15152.0,16,18,5197.97,288.78,4,4,4,b,444,12,platinum
2807,15153.0,38,1,329.25,329.25,3,1,2,b,312,6,silver
2808,15154.0,81,4,1332.26,333.07,3,2,3,b,323,8,gold
2809,15155.0,390,1,383.97,383.97,1,1,2,a,112,4,bronze
2810,15156.0,8,3,961.49,320.5,4,2,3,b,423,9,gold
2811,15157.0,10,7,2587.54,369.65,4,3,4,a,434,11,platinum
2812,15158.0,52,3,437.66,145.89,3,2,2,d,322,7,silver
2813,15159.0,8,38,22049.4,580.25,4,4,4,a,444,12,platinum
2814,15160.0,364,4,589.27,147.32,2,2,2,d,222,6,silver
2815,15161.0,395,1,119.92,119.92,1,1,1,d,111,3,bronze
2816,15162.0,735,2,241.5,120.75,1,1,1,d,111,3,bronze
2817,15163.0,25,2,304.47,152.23,4,1,1,c,411,6,silver
2818,15164.0,75,10,2052.02,205.2,3,4,3,c,343,10,gold
2819,15165.0,380,1,975.5,975.5,2,1,3,a,213,6,silver
2820,15166.0,474,1,167.16,167.16,1,1,1,c,111,3,bronze
2821,15167.0,327,5,1659.67,331.93,2,3,3,b,233,8,gold
2822,15168.0,32,1,106.56,106.56,3,1,1,d,311,5,bronze
2823,15169.0,389,2,569.22,284.61,1,1,2,b,112,4,bronze
2824,15170.0,413,1,81.15,81.15,1,1,1,d,111,3,bronze
2825,15171.0,331,2,1034.5,517.25,2,1,3,a,213,6,silver
2826,15172.0,15,5,1624.05,324.81,4,3,3,b,433,10,gold
2827,15173.0,387,8,1399.26,174.91,2,3,3,c,233,8,gold
2828,15174.0,329,2,481.46,240.73,2,1,2,b,212,5,bronze
2829,15175.0,78,1,224.14,224.14,3,1,1,c,311,5,bronze
2830,15176.0,603,2,985.09,492.55,1,1,3,a,113,5,bronze
2831,15177.0,432,1,948.93,948.93,1,1,3,a,113,5,bronze
2832,15178.0,267,1,40.5,40.5,2,1,1,d,211,4,bronze
2833,15179.0,25,17,7426.82,436.87,4,4,4,a,444,12,platinum
2834,15180.0,374,3,904.43,301.48,2,2,3,b,223,7,silver
2835,15181.0,73,8,948.45,118.56,3,3,3,d,333,9,gold
2836,15182.0,161,14,2942.75,210.2,2,4,4,c,244,10,gold
2837,15183.0,554,4,637.03,159.26,1,2,2,c,122,5,bronze
2838,15184.0,36,4,689.95,172.49,3,2,2,c,322,7,silver
2839,15185.0,77,1,310.62,310.62,3,1,1,b,311,5,bronze
2840,15186.0,21,5,1403.2,280.64,4,3,3,b,433,10,gold
2841,15187.0,8,18,4670.08,259.45,4,4,4,b,444,12,platinum
2842,15188.0,732,1,310.43,310.43,1,1,1,b,111,3,bronze
2843,15189.0,8,58,17101.13,294.85,4,4,4,b,444,12,platinum
2844,15190.0,441,1,834.44,834.44,1,1,2,a,112,4,bronze
2845,15191.0,470,3,588.05,196.02,1,2,2,c,122,5,bronze
2846,15192.0,126,5,1981.39,396.28,2,3,3,a,233,8,gold
2847,15193.0,67,1,499.32,499.32,3,1,2,a,312,6,silver
2848,15194.0,10,39,12187.68,312.5,4,4,4,b,444,12,platinum
2849,15195.0,9,1,3861.0,3861.0,4,1,4,a,414,9,gold
2850,15196.0,439,2,316.25,158.12,1,1,1,c,111,3,bronze
2851,15197.0,15,10,1427.84,142.78,4,4,3,d,443,11,platinum
2852,15198.0,99,6,559.45,93.24,3,3,2,d,332,8,gold
2853,15199.0,66,10,3122.4,312.24,3,4,4,b,344,11,platinum
2854,15200.0,501,1,549.05,549.05,1,1,2,a,112,4,bronze
2855,15201.0,85,14,1525.9,108.99,3,4,3,d,343,10,gold
2856,15202.0,427,8,-2570.18,-321.27,1,3,1,d,131,5,bronze
2857,15203.0,32,15,4400.18,293.35,3,4,4,b,344,11,platinum
2858,15204.0,364,1,316.58,316.58,2,1,1,b,211,4,bronze
2859,15205.0,92,3,648.83,216.28,3,2,2,c,322,7,silver
2860,15206.0,17,4,420.3,105.07,4,2,2,d,422,8,gold
2861,15207.0,416,5,653.77,130.75,1,3,2,d,132,6,silver
2862,15208.0,8,7,968.02,138.29,4,3,3,d,433,10,gold
2863,15209.0,737,1,178.98,178.98,1,1,1,c,111,3,bronze
2864,15210.0,232,3,1176.19,392.06,2,2,3,a,223,7,silver
2865,15211.0,67,2,1277.48,638.74,3,1,3,a,313,7,silver
2866,15212.0,246,3,195.43,65.14,2,2,1,d,221,5,bronze
2867,15213.0,325,3,325.05,108.35,2,2,1,d,221,5,bronze
2868,15214.0,8,8,1661.44,207.68,4,3,3,c,433,10,gold
2869,15215.0,51,11,1496.46,136.04,3,4,3,d,343,10,gold
2870,15216.0,94,2,486.09,243.04,3,1,2,b,312,6,silver
2871,15217.0,570,1,426.24,426.24,1,1,2,a,112,4,bronze
2872,15218.0,17,25,11456.0,458.24,4,4,4,a,444,12,platinum
2873,15219.0,183,2,685.45,342.72,2,1,2,b,212,5,bronze
2874,15220.0,58,7,1758.92,251.27,3,3,3,b,333,9,gold
2875,15221.0,373,7,1816.1,259.44,2,3,3,b,233,8,gold
2876,15222.0,325,17,3415.66,200.92,2,4,4,c,244,10,gold
2877,15223.0,232,6,1117.1,186.18,2,3,3,c,233,8,gold
2878,15224.0,365,8,837.26,104.66,2,3,2,d,232,7,silver
2879,15225.0,241,1,409.4,409.4,2,1,2,a,212,5,bronze
2880,15226.0,317,1,154.41,154.41,2,1,1,c,211,4,bronze
2881,15227.0,43,9,2488.49,276.5,3,4,4,b,344,11,platinum
2882,15228.0,73,7,5570.52,795.79,3,3,4,a,334,10,gold
2883,15229.0,593,1,160.5,160.5,1,1,1,c,111,3,bronze
2884,15230.0,246,2,429.6,214.8,2,1,2,c,212,5,bronze
2885,15231.0,603,2,228.36,114.18,1,1,1,d,111,3,bronze
2886,15232.0,120,2,612.06,306.03,2,1,2,b,212,5,bronze
2887,15233.0,408,1,59.4,59.4,1,1,1,d,111,3,bronze
2888,15234.0,283,1,197.0,197.0,2,1,1,c,211,4,bronze
2889,15235.0,224,16,2937.81,183.61,2,4,4,c,244,10,gold
2890,15236.0,305,1,321.05,321.05,2,1,1,b,211,4,bronze
2891,15237.0,8,4,1412.32,353.08,4,2,3,b,423,9,gold
2892,15238.0,36,5,1056.54,211.31,3,3,3,c,333,9,gold
2893,15239.0,17,3,764.34,254.78,4,2,2,b,422,8,gold
2894,15240.0,51,20,4315.0,215.75,3,4,4,c,344,11,platinum
2895,15241.0,73,12,3032.31,252.69,3,4,4,b,344,11,platinum
2896,15242.0,429,1,302.04,302.04,1,1,1,b,111,3,bronze
2897,15243.0,81,2,927.28,463.64,3,1,3,a,313,7,silver
2898,15244.0,72,4,850.18,212.54,3,2,3,c,323,8,gold
2899,15245.0,141,8,4610.84,576.36,2,3,4,a,234,9,gold
2900,15246.0,245,3,780.4,260.13,2,2,2,b,222,6,silver
2901,15247.0,129,4,967.11,241.78,2,2,3,b,223,7,silver
2902,15248.0,418,4,1865.03,466.26,1,2,3,a,123,6,silver
2903,15249.0,38,21,9147.15,435.58,3,4,4,a,344,11,platinum
2904,15250.0,647,1,60.0,60.0,1,1,1,d,111,3,bronze
2905,15251.0,16,31,20095.6,648.25,4,4,4,a,444,12,platinum
2906,15252.0,43,7,2053.06,293.29,3,3,3,b,333,9,gold
2907,15253.0,23,12,2033.29,169.44,4,4,3,c,443,11,platinum
2908,15254.0,134,4,1073.4,268.35,2,2,3,b,223,7,silver
2909,15255.0,73,11,3670.77,333.71,3,4,4,b,344,11,platinum
2910,15256.0,155,2,170.4,85.2,2,1,1,d,211,4,bronze
2911,15257.0,288,3,600.9,200.3,2,2,2,c,222,6,silver
2912,15258.0,175,2,623.16,311.58,2,1,2,b,212,5,bronze
2913,15259.0,519,4,1182.38,295.6,1,2,3,b,123,6,silver
2914,15260.0,107,30,9098.38,303.28,2,4,4,b,244,10,gold
2915,15261.0,142,4,1508.0,377.0,2,2,3,a,223,7,silver
2916,15262.0,330,3,418.82,139.61,2,2,2,d,222,6,silver
2917,15263.0,113,1,156.51,156.51,2,1,1,c,211,4,bronze
2918,15264.0,71,3,844.2,281.4,3,2,3,b,323,8,gold
2919,15265.0,158,4,3345.64,836.41,2,2,4,a,224,8,gold
2920,15266.0,345,6,841.7,140.28,2,3,2,d,232,7,silver
2921,15267.0,29,5,1717.36,343.47,4,3,3,b,433,10,gold
2922,15268.0,485,4,941.25,235.31,1,2,3,b,123,6,silver
2923,15269.0,30,3,1225.36,408.45,4,2,3,a,423,9,gold
2924,15270.0,22,31,7193.99,232.06,4,4,4,b,444,12,platinum
2925,15271.0,14,26,4639.29,178.43,4,4,4,c,444,12,platinum
2926,15272.0,64,6,2085.48,347.58,3,3,3,b,333,9,gold
2927,15273.0,606,1,228.96,228.96,1,1,1,c,111,3,bronze
2928,15274.0,11,2,716.57,358.29,4,1,2,a,412,7,silver
2929,15275.0,38,2,609.19,304.59,3,1,2,b,312,6,silver
2930,15276.0,73,5,631.03,126.21,3,3,2,d,332,8,gold
2931,15277.0,53,2,476.34,238.17,3,1,2,b,312,6,silver
2932,15278.0,568,4,496.16,124.04,1,2,2,d,122,5,bronze
2933,15279.0,361,7,1541.74,220.25,2,3,3,c,233,8,gold
2934,15280.0,179,3,406.22,135.41,2,2,2,d,222,6,silver
2935,15281.0,65,22,8317.62,378.07,3,4,4,a,344,11,platinum
2936,15282.0,577,1,348.59,348.59,1,1,2,b,112,4,bronze
2937,15283.0,397,4,135.43,33.86,1,2,1,d,121,4,bronze
2938,15284.0,507,1,24.75,24.75,1,1,1,d,111,3,bronze
2939,15285.0,414,1,94.92,94.92,1,1,1,d,111,3,bronze
2940,15286.0,56,1,240.55,240.55,3,1,1,b,311,5,bronze
2941,15287.0,29,6,854.58,142.43,4,3,3,d,433,10,gold
2942,15288.0,50,10,3883.13,388.31,3,4,4,a,344,11,platinum
2943,15289.0,36,7,1570.71,224.39,3,3,3,c,333,9,gold
2944,15290.0,11,30,10355.58,345.19,4,4,4,b,444,12,platinum
2945,15291.0,32,53,13451.24,253.8,3,4,4,b,344,11,platinum
2946,15292.0,208,1,180.94,180.94,2,1,1,c,211,4,bronze
2947,15293.0,672,1,247.5,247.5,1,1,1,b,111,3,bronze
2948,15294.0,407,2,222.3,111.15,1,1,1,d,111,3,bronze
2949,15295.0,661,1,217.24,217.24,1,1,1,c,111,3,bronze
2950,15296.0,51,20,10223.93,511.2,3,4,4,a,344,11,platinum
2951,15297.0,17,4,635.04,158.76,4,2,2,c,422,8,gold
2952,15298.0,9,29,8356.03,288.14,4,4,4,b,444,12,platinum
2953,15299.0,74,15,7243.62,482.91,3,4,4,a,344,11,platinum
2954,15300.0,71,1,496.44,496.44,3,1,2,a,312,6,silver
2955,15301.0,57,19,7561.21,397.96,3,4,4,a,344,11,platinum
2956,15302.0,729,2,291.05,145.52,1,1,1,d,111,3,bronze
2957,15303.0,297,4,1178.78,294.7,2,2,3,b,223,7,silver
2958,15304.0,67,11,905.45,82.31,3,4,3,d,343,10,gold
2959,15305.0,562,1,93.6,93.6,1,1,1,d,111,3,bronze
2960,15306.0,71,10,3480.98,348.1,3,4,4,b,344,11,platinum
2961,15307.0,102,1,205.3,205.3,3,1,1,c,311,5,bronze
2962,15308.0,277,2,302.27,151.14,2,1,1,c,211,4,bronze
2963,15309.0,617,10,715.53,71.55,1,4,2,d,142,7,silver
2964,15310.0,485,1,1634.64,1634.64,1,1,3,a,113,5,bronze
2965,15311.0,7,270,113513.07,420.42,4,4,4,a,444,12,platinum
2966,15312.0,82,14,2916.49,208.32,3,4,4,c,344,11,platinum
2967,15313.0,117,1,52.0,52.0,2,1,1,d,211,4,bronze
2968,15314.0,206,4,800.65,200.16,2,2,2,c,222,6,silver
2969,15315.0,71,3,551.54,183.85,3,2,2,c,322,7,silver
2970,15316.0,333,1,165.0,165.0,2,1,1,c,211,4,bronze
2971,15317.0,684,2,112.05,56.02,1,1,1,d,111,3,bronze
2972,15318.0,10,1,312.62,312.62,4,1,1,b,411,6,silver
2973,15319.0,290,1,204.5,204.5,2,1,1,c,211,4,bronze
2974,15320.0,51,1,267.13,267.13,3,1,1,b,311,5,bronze
2975,15321.0,56,18,6560.65,364.48,3,4,4,a,344,11,platinum
2976,15322.0,71,3,1314.15,438.05,3,2,3,a,323,8,gold
2977,15323.0,540,4,320.9,80.22,1,2,1,d,121,4,bronze
2978,15324.0,708,1,140.22,140.22,1,1,1,d,111,3,bronze
2979,15325.0,110,9,1596.81,177.42,2,4,3,c,243,9,gold
2980,15326.0,340,10,1529.82,152.98,2,4,3,c,243,9,gold
2981,15327.0,59,1,208.75,208.75,3,1,1,c,311,5,bronze
2982,15328.0,414,1,107.24,107.24,1,1,1,d,111,3,bronze
2983,15329.0,42,20,2742.98,137.15,3,4,4,d,344,11,platinum
2984,15330.0,39,2,714.96,357.48,3,1,2,a,312,6,silver
2985,15331.0,506,4,755.41,188.85,1,2,2,c,122,5,bronze
2986,15332.0,373,6,6553.74,1092.29,2,3,4,a,234,9,gold
2987,15333.0,215,1,1028.56,1028.56,2,1,3,a,213,6,silver
2988,15334.0,163,3,351.67,117.22,2,2,2,d,222,6,silver
2989,15335.0,60,1,173.97,173.97,3,1,1,c,311,5,bronze
2990,15336.0,408,1,240.5,240.5,1,1,1,b,111,3,bronze
2991,15337.0,409,2,344.72,172.36,1,1,2,c,112,4,bronze
2992,15338.0,684,1,283.43,283.43,1,1,1,b,111,3,bronze
2993,15339.0,73,11,1634.09,148.55,3,4,3,d,343,10,gold
2994,15340.0,568,1,105.5,105.5,1,1,1,d,111,3,bronze
2995,15341.0,87,3,2401.02,800.34,3,2,4,a,324,9,gold
2996,15342.0,123,2,391.76,195.88,2,1,2,c,212,5,bronze
2997,15343.0,94,1,364.5,364.5,3,1,2,a,312,6,silver
2998,15344.0,7,5,476.58,95.32,4,3,2,d,432,9,gold
2999,15345.0,42,2,367.69,183.85,3,1,2,c,312,6,silver
3000,15346.0,339,4,591.65,147.91,2,2,2,d,222,6,silver
3001,15347.0,373,6,1333.9,222.32,2,3,3,c,233,8,gold
3002,15348.0,79,1,158.04,158.04,3,1,1,c,311,5,bronze
3003,15349.0,165,2,473.81,236.9,2,1,2,b,212,5,bronze
3004,15350.0,380,2,663.25,331.63,2,1,2,b,212,5,bronze
3005,15351.0,19,15,3615.18,241.01,4,4,4,b,444,12,platinum
3006,15352.0,555,1,114.95,114.95,1,1,1,d,111,3,bronze
3007,15353.0,261,8,3154.05,394.26,2,3,4,a,234,9,gold
3008,15354.0,605,7,-94.8,-13.54,1,3,1,d,131,5,bronze
3009,15355.0,36,2,277.05,138.53,3,1,1,d,311,5,bronze
3010,15356.0,38,13,3464.95,266.53,3,4,4,b,344,11,platinum
3011,15357.0,689,1,-36.75,-36.75,1,1,1,d,111,3,bronze
3012,15358.0,11,55,16837.35,306.13,4,4,4,b,444,12,platinum
3013,15359.0,561,9,162.6,18.07,1,4,1,d,141,6,silver
3014,15360.0,46,1,427.93,427.93,3,1,2,a,312,6,silver
3015,15361.0,368,4,689.07,172.27,2,2,2,c,222,6,silver
3016,15362.0,455,2,613.08,306.54,1,1,2,b,112,4,bronze
3017,15363.0,248,3,996.16,332.05,2,2,3,b,223,7,silver
3018,15364.0,102,2,913.19,456.6,3,1,3,a,313,7,silver
3019,15365.0,32,15,3573.26,238.22,3,4,4,b,344,11,platinum
3020,15366.0,82,7,2389.08,341.3,3,3,4,b,334,10,gold
3021,15367.0,64,13,5005.73,385.06,3,4,4,a,344,11,platinum
3022,15368.0,28,2,722.74,361.37,4,1,2,a,412,7,silver
3023,15369.0,151,13,1713.39,131.8,2,4,3,d,243,9,gold
3024,15370.0,47,9,3713.51,412.61,3,4,4,a,344,11,platinum
3025,15371.0,669,1,59.4,59.4,1,1,1,d,111,3,bronze
3026,15372.0,144,10,5954.42,595.44,2,4,4,a,244,10,gold
3027,15373.0,15,18,3218.59,178.81,4,4,4,c,444,12,platinum
3028,15374.0,135,2,307.32,153.66,2,1,1,c,211,4,bronze
3029,15375.0,697,1,60.96,60.96,1,1,1,d,111,3,bronze
3030,15376.0,47,3,1233.36,411.12,3,2,3,a,323,8,gold
3031,15377.0,389,5,1179.95,235.99,1,3,3,b,133,7,silver
3032,15378.0,469,2,246.5,123.25,1,1,1,d,111,3,bronze
3033,15379.0,176,9,4806.44,534.05,2,4,4,a,244,10,gold
3034,15380.0,15,13,3422.2,263.25,4,4,4,b,444,12,platinum
3035,15381.0,220,6,1887.62,314.6,2,3,3,b,233,8,gold
3036,15382.0,21,20,13646.5,682.32,4,4,4,a,444,12,platinum
3037,15383.0,689,1,-10.5,-10.5,1,1,1,d,111,3,bronze
3038,15384.0,176,5,2014.49,402.9,2,3,3,a,233,8,gold
3039,15385.0,47,3,942.08,314.03,3,2,3,b,323,8,gold
3040,15386.0,193,1,394.14,394.14,2,1,2,a,212,5,bronze
3041,15387.0,499,1,468.65,468.65,1,1,2,a,112,4,bronze
3042,15388.0,277,1,140.54,140.54,2,1,1,d,211,4,bronze
3043,15389.0,179,5,2733.8,546.76,2,3,4,a,234,9,gold
3044,15390.0,403,2,1216.66,608.33,1,1,3,a,113,5,bronze
3045,15391.0,577,2,282.92,141.46,1,1,1,d,111,3,bronze
3046,15392.0,11,8,2891.82,361.48,4,3,4,a,434,11,platinum
3047,15393.0,23,5,891.34,178.27,4,3,3,c,433,10,gold
3048,15394.0,16,13,5251.4,403.95,4,4,4,a,444,12,platinum
3049,15395.0,332,1,107.45,107.45,2,1,1,d,211,4,bronze
3050,15396.0,119,2,796.38,398.19,2,1,2,a,212,5,bronze
3051,15397.0,296,1,94.0,94.0,2,1,1,d,211,4,bronze
3052,15398.0,23,3,1339.63,446.54,4,2,3,a,423,9,gold
3053,15399.0,8,3,815.77,271.92,4,2,2,b,422,8,gold
3054,15400.0,99,9,1252.8,139.2,3,4,3,d,343,10,gold
3055,15401.0,459,2,216.95,108.47,1,1,1,d,111,3,bronze
3056,15402.0,155,7,1816.64,259.52,2,3,3,b,233,8,gold
3057,15403.0,498,2,170.88,85.44,1,1,1,d,111,3,bronze
3058,15404.0,382,1,257.06,257.06,2,1,1,b,211,4,bronze
3059,15405.0,196,2,659.84,329.92,2,1,2,b,212,5,bronze
3060,15406.0,25,6,891.77,148.63,4,3,3,d,433,10,gold
3061,15407.0,40,4,1056.44,264.11,3,2,3,b,323,8,gold
3062,15408.0,271,1,267.18,267.18,2,1,1,b,211,4,bronze
3063,15409.0,708,2,117.2,58.6,1,1,1,d,111,3,bronze
3064,15410.0,91,10,4685.72,468.57,3,4,4,a,344,11,platinum
3065,15411.0,33,5,1346.38,269.28,3,3,3,b,333,9,gold
3066,15412.0,178,1,190.53,190.53,2,1,1,c,211,4,bronze
3067,15413.0,437,7,-2531.38,-361.63,1,3,1,d,131,5,bronze
3068,15414.0,16,3,774.9,258.3,4,2,2,b,422,8,gold
3069,15415.0,320,1,572.81,572.81,2,1,2,a,212,5,bronze
3070,15416.0,71,9,4554.65,506.07,3,4,4,a,344,11,platinum
3071,15417.0,92,1,508.8,508.8,3,1,2,a,312,6,silver
3072,15418.0,432,2,452.32,226.16,1,1,2,c,112,4,bronze
3073,15419.0,31,1,135.86,135.86,4,1,1,d,411,6,silver
3074,15420.0,441,6,743.0,123.83,1,3,2,d,132,6,silver
3075,15421.0,65,10,3805.34,380.53,3,4,4,a,344,11,platinum
3076,15422.0,330,8,1615.02,201.88,2,3,3,c,233,8,gold
3077,15423.0,45,4,219.14,54.78,3,2,1,d,321,6,silver
3078,15424.0,261,3,597.78,199.26,2,2,2,c,222,6,silver
3079,15425.0,407,4,1944.57,486.14,1,2,3,a,123,6,silver
3080,15426.0,26,11,2592.95,235.72,4,4,4,b,444,12,platinum
3081,15427.0,40,3,1483.14,494.38,3,2,3,a,323,8,gold
3082,15428.0,22,4,762.75,190.69,4,2,2,c,422,8,gold
3083,15429.0,33,3,364.9,121.63,3,2,2,d,322,7,silver
3084,15430.0,474,3,903.75,301.25,1,2,3,b,123,6,silver
3085,15431.0,509,1,153.24,153.24,1,1,1,c,111,3,bronze
3086,15432.0,30,4,301.26,75.32,4,2,1,d,421,7,silver
3087,15433.0,86,3,417.87,139.29,3,2,2,d,322,7,silver
3088,15434.0,15,13,2517.11,193.62,4,4,4,c,444,12,platinum
3089,15435.0,29,1,149.29,149.29,4,1,1,d,411,6,silver
3090,15436.0,19,3,1122.53,374.18,4,2,3,a,423,9,gold
3091,15437.0,269,2,393.45,196.72,2,1,2,c,212,5,bronze
3092,15438.0,138,1,156.58,156.58,2,1,1,c,211,4,bronze
3093,15439.0,411,4,1269.05,317.26,1,2,3,b,123,6,silver
3094,15440.0,61,3,383.68,127.89,3,2,2,d,322,7,silver
3095,15441.0,403,3,1254.21,418.07,1,2,3,a,123,6,silver
3096,15442.0,255,1,594.0,594.0,2,1,2,a,212,5,bronze
3097,15443.0,8,16,5116.14,319.76,4,4,4,b,444,12,platinum
3098,15444.0,16,2,1418.26,709.13,4,1,3,a,413,8,gold
3099,15445.0,271,2,284.5,142.25,2,1,1,d,211,4,bronze
3100,15446.0,383,5,398.85,79.77,2,3,2,d,232,7,silver
3101,15447.0,337,6,484.93,80.82,2,3,2,d,232,7,silver
3102,15448.0,319,2,788.81,394.4,2,1,2,a,212,5,bronze
3103,15449.0,33,5,971.22,194.24,3,3,3,c,333,9,gold
3104,15450.0,37,1,429.84,429.84,3,1,2,a,312,6,silver
3105,15451.0,441,2,233.21,116.6,1,1,1,d,111,3,bronze
3106,15452.0,36,6,1799.11,299.85,3,3,3,b,333,9,gold
3107,15453.0,8,7,1388.37,198.34,4,3,3,c,433,10,gold
3108,15454.0,369,2,307.69,153.84,2,1,1,c,211,4,bronze
3109,15455.0,604,1,38.25,38.25,1,1,1,d,111,3,bronze
3110,15456.0,290,10,2119.27,211.93,2,4,3,c,243,9,gold
3111,15457.0,269,1,237.07,237.07,2,1,1,b,211,4,bronze
3112,15458.0,32,2,370.44,185.22,3,1,2,c,312,6,silver
3113,15459.0,424,2,202.83,101.42,1,1,1,d,111,3,bronze
3114,15460.0,361,1,216.76,216.76,2,1,1,c,211,4,bronze
3115,15461.0,467,3,391.3,130.43,1,2,2,d,122,5,bronze
3116,15462.0,101,4,737.05,184.26,3,2,2,c,322,7,silver
3117,15463.0,36,1,126.14,126.14,3,1,1,d,311,5,bronze
